Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[4105],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / CENTRAL LAU SPREADING CENTER - SITE 834 / PACIFIC OCEAN,HOLE 834B,-18.56753,-18.56753,-177.8623,-177.8623,SUBAQUATIC,-2699.1,-2699.1,"s 135-834B-28R-1,35 [4105]","BASALT, THOLEIITIC [4105]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4105] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,31.4,,,310,,5.69,36.3,,,74,,,,,,,168,,,,,,,,,,,,,,,,,2.63,8.7,,,2.83,1.03,,0.61,,,,,2.25,0.36,2.12,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26152-834B-28R-1, 35"
[3056][4105],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / CENTRAL LAU SPREADING CENTER - SITE 834 / PACIFIC OCEAN,HOLE 834B,-18.56753,-18.56753,-177.8623,-177.8623,SUBAQUATIC,-2699.1,-2699.1,"s 135-834B-33R-2,105-110 [3056] / s 135-834B-33R-2,105 [4105]","BASALT [3056] / BASALT, THOLEIITIC [4105]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3056] ,230538.942,7611.618,,94047.9027,,26577.2,35211.69,,84334.6,49268.368,1006.7954,,581.105,30119.3942,436.421,,,,,,,,,,,,,,,,31600,,,,,,,,,,,,,,,,,,,,1.97,,,,,,,31,,187,313,,5.89,34,88,56,64,19.9,,,,,0.4,156,23.7,94.8,1.6,,,,,,,,,,,,,10,2.79,9.6,,,2.94,1.05,,0.6,,,,,2.13,0.38,2.21,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26152-834B-33R-2, 105"
[4105][10898],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / CENTRAL LAU SPREADING CENTER - SITE 835 / PACIFIC OCEAN,HOLE 835B,-18.50083,-18.50083,-177.3032,-177.3032,SUBAQUATIC,-2905.6,-2905.6,"s 135-835B-7R-2,75-84 [4105] / s 135-835B-7R-2,75 [4105]","BASALT, THOLEIITIC [4105] / NOT GIVEN [10898]",,,,,,,,,VOLCANIC ROCK,179.95,179.95,,,WHOLE_ROCK [4105] ,239420.207,4794.72,,83198.2572,,8322.86,55732.41,,87693.69,46494.384,929.3496,,1411.255,16098.2969,829.1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,,,,,,,38.7,,,130,,6.93,40.1,70,,106,,,,,,2,129,25,51,2,,,,,,,,,,,,,,1.94,6,,,2.22,0.83,,0.57,,,,,2.2,0.4,1.36,0,,,,,,,,,,,,,,,,0.703108,,,,,,,,,,,,,,,,,,,,,"26154-135-835B-7R-2, 75"
[4105][4103],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / CENTRAL LAU SPREADING CENTER - SITE 835 / PACIFIC OCEAN,HOLE 835B,-18.50083,-18.50083,-177.3032,-177.3032,SUBAQUATIC,-2905.6,-2905.6,"s 135-835B-7R-2,84-89 [4105]","BASALT, THOLEIITIC [4105] / BASALT [4103]",,,,,,,,,VOLCANIC ROCK,180.85,180.85,,,WHOLE_ROCK [4105] ,235540.4965,6832.476,,85844.5122,,8602.62,57364.74,,86907.52,48122.592,929.3496,,996.18,15653.1827,480.0631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,,,155,,,40.1,73,0.83,,,,,,,1,131,22,45,1,,,0.00001,0.00041,,,,,,,,,36,1.85,7,,,2.22,,,0.57,,,,,2.2,0.4,1.36,0,,,,0,0.00024,0.00244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26154-135-835B-7R-2,84-89"
[3056][4105][3321][4103][10898],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / EASTERN LAU SPREADING CENTER - SITE 836 / PACIFIC OCEAN,HOLE 836A,-20.14156,-20.14156,-176.5001,-176.5001,SUBAQUATIC,-2466.3,-2466.3,"s 135-836A-3H-3,33-43 [3056] / s 135-836A-3H-3,33 [4105] / s 135-836A-3H-3,33-43,1 [3321] / s 135-836A-3H-3,33-43, 1 [10898]","BASALT [3056] / BASALT, THOLEIITIC [4105] / NOT GIVEN [10898]",,,,,,,,,VOLCANIC ROCK,14.5,14.5,,,WHOLE_ROCK [3056] ,259473.1685,8091.09,,79123.0245,,20562.36,73454.85,,60392.15,24000.992,1548.916,,1909.345,22404.0814,567.3473,,,,,,,,,,,,,,,,16800,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,40,,431,10,,8.71,31,11,109,113,20,,,,,4.2,159,35.5,74.7,1.04,,,0.00004,0.00247,,,,,,,,0.12,65,2.71,8.11,1.36,8.37,3.09,1.11,4.87,0.85,5.4,1.24,3.77,0.52,3.36,0.73,2.02,0.08,0.03,,,0.00002,0.00157,0.00792,,0.1,1.23,,0.16,0.09,,,,0.703303,,18.502,,15.542,,38.139,,,,,,,,,,,,,,,"26155-135-836A-3H-3,33-43"
[3056][4105][3321][10898],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / EASTERN LAU SPREADING CENTER - SITE 836 / PACIFIC OCEAN,HOLE 836A,-20.14156,-20.14156,-176.5001,-176.5001,SUBAQUATIC,-2466.3,-2466.3,"s 135-836A-3H-4,88-100 [3056] / s 135-836A-3H-4,88-100,2 [3321] / s 135-836A-3H-4,88-100, 2 [10898]","BASALT [3056] / BASALT, THOLEIITIC [4105] / NOT GIVEN [10898]",,,,,,,,,VOLCANIC ROCK,18,18,,,WHOLE_ROCK [3056] ,266578.1805,7252.014,,77799.897,,19443.32,69412.89,,58033.64,22010.96,2013.5908,,2324.42,23145.9384,567.3473,,,,,,,,,,,,,,,,20600,,,,,,,,,,,,,,6.9,0.26,,,,,,,,,,,,40,,389,4,,,34,13,120,112,20.2,,,,,4.21,153,37,78,1.22,,,,,,,,,,,,0.14,79,3.15,9.11,1.53,8.9,3.42,1.18,4.8,0.88,5.67,1.23,4,0.6,3.6,0.78,2.19,0.12,0.1,,,,,,,0.37,1.4,,0.23,0.13,,,,0.703454,,18.511,,15.536,,38.14,,,,,,,,,,,,,,,"26155-135-836A-3H-4, 88-100"
[4105],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / EASTERN LAU SPREADING CENTER - SITE 836 / PACIFIC OCEAN,HOLE 836A,-20.14156,-20.14156,-176.5001,-176.5001,SUBAQUATIC,-2466.3,-2466.3,"s 135-836A-7X-1,15-22 [4105]","BASALT, THOLEIITIC [4105]",,,,,,,,,VOLCANIC ROCK,25.85,25.85,,,WHOLE_ROCK [4105] / VOLCANIC GLASS [4105] ,227734.332,4375.182,,85579.8867,,8532.68,56742.9,69957,97556.55,53369.04,1084.2412,,498.09,16320.854,654.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,126,,,,,,,,1,201,18,47,1,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26155-135-836A-7X-1, 15-22"
[4105],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / EASTERN LAU SPREADING CENTER - SITE 836 / PACIFIC OCEAN,HOLE 836A,-20.14156,-20.14156,-176.5001,-176.5001,SUBAQUATIC,-2466.3,-2466.3,"s 135-836A-8X-1,29-34 [4105]","BASALT, THOLEIITIC [4105]",,,,,,,,,VOLCANIC ROCK,31.49,31.49,,,WHOLE_ROCK [4105] ,234745.857,6293.07,,99075.7872,,10980.58,73299.39,,76258.49,34132.064,1471.4702,,1909.345,18472.2393,698.2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,,31,,,,,,,,2,146,28,59,2,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26155-135-836A-8X-1, 29-34"
[4105],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / EASTERN LAU SPREADING CENTER - SITE 836 / PACIFIC OCEAN,HOLE 836A,-20.14156,-20.14156,-176.5001,-176.5001,SUBAQUATIC,-2466.3,-2466.3,"s 135-836A-9X-2,29-34 [4105]","BASALT, THOLEIITIC [4105]",,,,,,,,,VOLCANIC ROCK,36.95,36.95,,,WHOLE_ROCK [4105] ,229370.3545,4315.248,,86744.2389,,8252.92,54955.11,,95984.21,56565.152,1006.7954,,83.015,16246.6683,567.3473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,104,,,,,,,,1,153,18,48,2,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26155-135-836A-9X-2, 29-34"
[4105][3321][10898],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / EASTERN LAU SPREADING CENTER - SITE 836 / PACIFIC OCEAN,HOLE 836B,-20.14175,-20.14175,-176.5002,-176.5002,SUBAQUATIC,-2468.5,-2468.5,"s 135-836B-5R-2,65-74 [4105] / s 135-836B-5R-2,65 [4105] / s 135-836B-5R-2,65-74,4B [3321] / s 135-836B-5R-2,65-74, 4B [10898]","BASALT, THOLEIITIC [4105] / BASALT [3321] / NOT GIVEN [10898]",,,,,,,,,VOLCANIC ROCK,35.5,35.5,,,WHOLE_ROCK [4105] ,231894.5035,4375.182,,80499.0771,,8532.68,56898.36,,97342.14,56746.064,1006.7954,,996.18,16098.2969,785.5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,45.4,,,291,,6.5,44,91,,91,,,,,,0.62,148,17.8,33.2,0.35,,,,,,,,,,,,0.01,6.7,1.3,4.23,0.71,4.34,1.7,0.63,2.23,0.45,2.8,0.59,1.85,0.27,1.66,0.37,0.85,0.05,0.02,,,,,,,0.08,0.65,,5.05,0.05,,,,0.703587,,18.356,,15.51,,38.004,,,,,,,,,,,,,,,"26156-135-836B-5R-2, 65"
[4105],CONVERGENT MARGIN,TONGA ARC / LAU BASIN / EASTERN LAU SPREADING CENTER - SITE 839 / PACIFIC OCEAN,HOLE 839A,-20.69218,-20.69218,-176.7749,-176.7749,SUBAQUATIC,-2617.4,-2617.4,"s 135-839A-24X-1,19 [4105]","BASALT, THOLEIITIC [4105]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4105] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,,,715,,7.26,40.4,,,102,,,,,,,161,,,,,,,,,,,,,,,,,1.68,5.2,,,1.64,0.67,,0.37,,,,,1.85,0.4,0.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26160-135-839A-24X-1, 19"
[6261][4096],CONVERGENT MARGIN,LUZON ARC / LUZON ARC / MINDANAO / PHILIPPINE SEA / PACIFIC OCEAN,"WEST MINDANAO, ZAMBOANGA PENINSULA, PAGADIAN CITY",7.8,7.8,123,123,SUBAERIAL,,,s P90-19 [6261],"BASALT, THOLEIITIC [6261] / BASALT [4096]",,,,,,,,,VOLCANIC ROCK,,,FRESH,,WHOLE_ROCK [6261] ,247039.3975,8630.496,,86373.7632,,,,68402.4,56890.12,34132.064,1006.7954,,6143.11,27968.0089,1134.6946,,,,,,,,,,,,,,,,12200,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,180,158,,,33,100,,,,,,,,16,480,22,98,9.5,,,,,,,,,,,,,175,11.25,23,,14,,1.25,,,3.8,,1.9,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26366-P 90-19
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / SOUTHERN ETHIOPIAN PLATEAU,BALE AREA,6.95,6.95,40.93,40.93,SUBAERIAL,,,s SU-2A [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,235587.24,12586.14,,76212.144,,,,93042.81,73614.1,39257.904,1471.4702,,6060.095,19436.6534,1221.9788,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,290,184,,,52,144,127,154,,,,,,14,388,22,151,23,,,,,,,,,,,,,215,16.6,37,,21,5.1,1.55,,0.9,,,,,2.15,0.34,3.4,1.1,,,,,,,,,,,1.9,0,,,,,,,,,,,,,,,,,,,,,,,,,264357
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / SOUTHERN ETHIOPIAN PLATEAU,BALE AREA,6.95,6.95,40.93,40.93,SUBAERIAL,,,s SU-2B [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,239326.72,13125.546,,73565.889,,,,94441.95,72184.7,36061.792,1471.4702,,7803.41,20326.8818,1265.6209,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,306,119,,,59,84,93,152,,,,,,,372,25,185,28,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264358
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / SOUTHERN ETHIOPIAN PLATEAU,BALE AREA,6.95,6.95,40.93,40.93,SUBAERIAL,,,s SU-2C [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,238391.85,11447.394,,75682.893,,,,88145.82,78617,38051.824,1394.0244,,6475.17,19733.3962,1091.0525,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,273,130,,,51,93,72,111,,,,,,,390,21,151,21,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264359
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / SOUTHERN ETHIOPIAN PLATEAU,BALE AREA,6.95,6.95,40.93,40.93,SUBAERIAL,,,s SU-2D [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,231847.76,12825.876,,75682.893,,,,93042.81,75758.2,37086.96,1548.916,,9712.755,21662.2244,1527.4735,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,298,86,,,53,66,67,106,,,,,,27,397,25,183,24,,,,,,,,,,,,,288,20.9,46,,25,6.1,1.65,,1,,,,,2.53,0.37,4.5,1.7,,,,,,,,,,,2.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,264360
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / SOUTHERN ETHIOPIAN PLATEAU,BALE AREA,6.95,6.95,40.93,40.93,SUBAERIAL,,,s SU-2E [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,235587.24,12526.206,,75682.893,,,,93042.81,72899.4,37750.304,1471.4702,,7139.29,19881.7676,1265.6209,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,291,86,,,52,92,100,153,,,,,,,378,23,162,23,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264361
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / SOUTHERN ETHIOPIAN PLATEAU,BALE AREA,6.95,6.95,40.93,40.93,SUBAERIAL,,,s SU-4 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,236989.545,11267.592,,76212.144,,,,88845.39,78617,39016.688,1471.4702,,6392.155,20549.4389,1134.6946,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,271,94,,,54,92,112,126,,,,,,,399,21,144,21,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264362
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / SOUTHERN ETHIOPIAN PLATEAU,BALE AREA,6.95,6.95,40.93,40.93,SUBAERIAL,,,s G-5A [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,229978.02,13125.546,,73036.638,,,,90244.53,71470,34373.28,1471.4702,,6890.245,21958.9672,1352.9051,,,,,,,,,,,,,,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,302,79,,,50,60,74,149,,,,,,25,386,25,171,29,,,,,,,,,,,,,283,20.3,43,,23,5.7,1.8,,0.9,,,,,2.39,0.3,4.2,1,,,,,,,,,,,2.4,0,,,,,,,,,,,,,,,,,,,,,,,,,264363
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-1 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,240729.025,13844.754,,75153.642,,,,92343.24,67753.56,30875.648,1471.4702,,9878.785,22478.2671,2007.5366,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,270,112,,,46,63,83,126,,,,,,,407,31,224,34,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264364
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-3 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,233717.5,17260.992,,70919.634,,,,103536.36,67825.03,33770.24,1548.916,,9297.68,21142.9245,1876.6103,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,346,106,,,54,77,105,120,,,,,,25,388,30,216,38,,,,,,,,,,,,,334,24.7,52,,30,7,2.2,,1.2,,,,,2.77,0.41,4.9,1.3,,,,,,,,,,,2.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,264365
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-4 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,240261.59,13724.886,,75682.893,,,,89544.96,69040.02,26232.24,1471.4702,,9629.74,22626.6385,2051.1787,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,264,77,,,46,62,87,115,,,,,,30,409,32,224,30,,,,,,,,,,,,,374,26.6,55,,29,7.1,2.25,,1.2,,,,,2.83,0.44,5.5,1.4,,,,,,,,,,,2.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,264366
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-5 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,229510.585,13005.678,,75682.893,,,,94441.95,75758.2,40162.464,1471.4702,,6807.23,19510.8391,1309.263,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,298,186,,,54,114,129,220,,,,,,18,377,22,154,23,,,,,,,,,,,,,205,17.2,37,,21,5.2,1.76,,0.9,,,,,2.21,0.34,3.5,1,,,,,,,,,,,1.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,264367
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-6 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,239326.72,16242.114,,70390.383,,,,107034.21,65895.34,29247.44,1703.8076,,9463.71,23220.1241,1832.9682,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,363,89,,,48,49,90,120,,,,,,21,359,33,237,38,,,,,,,,,,,,,370,26.6,59,,33,7.7,2.35,,1.4,,,,,3.36,0.48,5.3,1.3,,,,,,,,,,,2.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,264368
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-7 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,229043.15,19478.55,,69331.881,,,,109832.49,67038.86,28584.096,1703.8076,,9795.77,21588.0387,2138.4629,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,361,79,,,54,50,96,120,,,,,,30,349,35,260,42,,,,,,,,,,,,,320,31.5,66,,36,8.4,2.57,,1.4,,,,,3.26,0.5,6,1.7,,,,,,,,,,,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,264369
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-9 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,229510.585,19598.418,,69331.881,,,,110532.06,67110.33,28644.4,1781.2534,,9878.785,21513.853,2138.4629,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,362,40,,,57,44,179,120,,,,,,29,348,36,263,42,,,,,,,,,,,,,321,31.8,67,,36,8.6,2.54,,1.3,,,,,3.26,0.51,6.2,1.6,,,,,,,,,,,3.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,264370
[9528],CONTINENTAL FLOOD BASALT,ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU,"KESEM GORGE, JUST SOUTH OF THE TERMABER VOLCANO",6.95,6.95,40.93,40.93,SUBAERIAL,,,s K-12 [9528],"BASALT, THOLEIITIC [9528]",,,,CENOZOIC [9528],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9528] ,229510.585,19478.55,,69331.881,,,,111931.2,67038.86,29066.528,1781.2534,,9712.755,21736.4101,2138.4629,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,361,48,,,66,44,101,160,,,,,,25,348,36,263,42,,,,,,,,,,,,,322,29.7,64,,33,8.2,2.49,,1.4,,,,,3.24,0.51,5.9,1.7,,,,,,,,,,,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,264371
[2927],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,,8.62,8.62,39.52,39.52,SUBAERIAL,,,s 472 [2927],"BASALT, THOLEIITIC [2927]",,,,QUATERNARY [2927],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2927] ,224742.748,11567.262,,80340.3018,,17275.18,62572.65,,80689.63,52766,1316.5786,,5063.915,20104.3247,1527.4735,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,79,,,50,152,,,,,,,,18,336,,0,,,,,,,,,,,,,0.3,243,17,31,,,,1.85,,0.7,,,,,,0.28,2.9,1.17,,,,,,,,,,,1.4,0.49,,,,,,,,,,,,,,,,,,,,,,,,,267261
[2927],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,,8.62,8.62,39.52,39.52,SUBAERIAL,,,s 461 [2927],"BASALT, THOLEIITIC [2927]",,,,QUATERNARY [2927],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2927] ,233203.3215,11087.79,,80869.5528,,50426.74,27594.15,,67253.27,44444.048,1239.1328,,7305.32,21662.2244,1440.1893,,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,75,,,47,57,,,,,,,,22.4,409,,175,,,,,,,,,,,,,0.31,357,21,64.9,,,,1.67,,0.6,,,,,,0,3.78,1.33,,,,,,,,,,,2.6,0.79,,,,,,,,,,,,,,,,,,,,,,,,,267262
